Counts
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 6 
[0, 19, 0, 0, 0, 0, 0, 0, 6, 70, 90, 0, 0, 103, 0, ]
[5, 0, 1, 0, 0, 0, 0, 0, 3, 82, 84, 29, 0, 0, 0, ]
[89, 82, 0, 1, 0, 0, 0, 0, 0, 3, 6, 97, 11, 0, 0, ]
[68, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 11, 0, ]
[0, 96, 0, 82, 0, 0, 0, 1, 1, 19, 0, 0, 0, 0, 0, ]
[0, 0, 99, 0, 82, 0, 0, 0, 0, 126, 9, 0, 1, 0, 0, ]
[5, 0, 0, 99, 0, 82, 0, 0, 0, 8, 112, 3, 0, 0, 0, ]
[0, 1, 0, 0, 99, 0, 82, 0, 0, 80, 8, 99, 0, 0, 0, ]
[79, 0, 1, 0, 0, 95, 0, 79, 0, 24, 80, 1, 5, 0, 0, ]
[0, 79, 0, 1, 0, 0, 99, 0, 0, 0, 75, 163, 1, 5, 0, ]
[5, 0, 98, 69, 1, 0, 0, 99, 0, 0, 0, 87, 341, 1, 0, ]
[0, 0, 0, 79, 69, 2, 18, 0, 94, 85, 0, 0, 89, 277, 0, ]
[192, 0, 0, 0, 79, 69, 0, 0, 0, 65, 99, 70, 0, 0, 0, ]
[0, 192, 0, 0, 0, 79, 99, 0, 0, 0, 64, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, ]
Proc 7 
[0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 100, 0, 0, 0, ]
[23, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, ]
[0, 43, 0, 0, 0, 0, 10, 0, 0, 69, 0, 0, 0, 100, 0, ]
[0, 0, 14, 0, 0, 0, 0, 10, 0, 0, 69, 0, 0, 0, 99, ]
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, ]
[55, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[100, 54, 32, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 100, 5, 46, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, ]
[0, 0, 19, 54, 39, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, ]
[22, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 8 
[0, 200, 0, 113, 0, 93, 102, 131, 12, 77, 149, 197, 0, 0, 0, ]
[110, 0, 124, 6, 31, 0, 114, 261, 132, 96, 145, 0, 0, 0, 0, ]
[0, 89, 0, 124, 70, 31, 0, 9, 336, 140, 185, 54, 0, 0, 0, ]
[213, 0, 184, 0, 96, 82, 7, 70, 0, 452, 140, 96, 0, 0, 0, ]
[1, 282, 0, 110, 0, 0, 50, 10, 100, 4, 295, 78, 0, 0, 0, ]
[178, 1, 126, 0, 0, 0, 0, 33, 9, 99, 18, 290, 0, 0, 0, ]
[19, 185, 1, 194, 63, 0, 0, 0, 33, 80, 99, 30, 0, 0, 0, ]
[0, 84, 196, 1, 45, 141, 0, 0, 0, 34, 201, 20, 0, 0, 0, ]
[112, 0, 103, 117, 0, 1, 56, 1, 0, 0, 71, 65, 0, 0, 0, ]
[166, 265, 183, 170, 244, 1, 144, 27, 14, 0, 0, 122, 0, 0, 0, ]
[0, 196, 174, 256, 105, 100, 1, 26, 0, 0, 0, 180, 0, 0, 0, ]
[205, 0, 278, 251, 85, 41, 0, 13, 98, 0, 194, 0, 0, 0, 0, ]
[1, 40, 75, 78, 82, 143, 1, 104, 12, 0, 94, 1, 0, 0, 0, ]
[0, 1, 22, 75, 50, 82, 241, 0, 0, 12, 99, 24, 0, 0, 0, ]
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 9 
[0, 93, 90, 3, 0, 0, 0, 0, 99, 174, 190, 0, 0, 119, 0, ]
[0, 0, 98, 153, 3, 0, 90, 0, 0, 195, 224, 186, 0, 0, 0, ]
[95, 0, 0, 98, 153, 3, 1, 90, 0, 149, 100, 270, 189, 0, 0, ]
[0, 99, 0, 0, 98, 153, 83, 1, 99, 57, 99, 157, 266, 0, 0, ]
[0, 0, 0, 0, 0, 3, 199, 84, 1, 195, 51, 99, 157, 6, 0, ]
[99, 0, 0, 0, 0, 0, 0, 199, 83, 26, 258, 0, 99, 57, 0, ]
[0, 99, 18, 0, 0, 0, 0, 0, 198, 175, 40, 160, 0, 91, 0, ]
[0, 0, 106, 22, 0, 0, 0, 0, 0, 234, 178, 2, 104, 0, 0, ]
[99, 0, 0, 197, 0, 0, 0, 0, 0, 0, 225, 199, 104, 22, 0, ]
[2, 0, 0, 0, 197, 0, 0, 0, 0, 0, 1, 297, 200, 2, 0, ]
[70, 0, 88, 0, 0, 284, 0, 0, 0, 0, 0, 13, 270, 277, 0, ]
[1, 95, 0, 0, 0, 10, 110, 0, 0, 0, 1, 0, 5, 265, 0, ]
[86, 0, 70, 0, 0, 0, 0, 116, 0, 100, 0, 2, 0, 0, 0, ]
[0, 75, 0, 99, 0, 0, 0, 0, 116, 0, 87, 0, 2, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, ]
Proc 10 
[0, 12, 24, 0, 0, 0, 0, 0, 78, 113, 19, 0, 28, 137, 0, ]
[99, 0, 12, 0, 0, 0, 112, 0, 0, 131, 91, 97, 0, 27, 0, ]
[14, 134, 0, 99, 4, 0, 1, 99, 0, 98, 124, 143, 97, 0, 0, ]
[0, 24, 100, 0, 99, 22, 0, 1, 99, 1, 28, 194, 241, 97, 0, ]
[0, 0, 0, 176, 0, 99, 97, 0, 0, 127, 95, 17, 230, 185, 0, ]
[0, 0, 0, 0, 99, 0, 99, 97, 2, 14, 50, 0, 17, 163, 0, ]
[0, 0, 12, 23, 0, 99, 0, 99, 97, 3, 187, 25, 0, 17, 0, ]
[1, 0, 0, 12, 86, 0, 99, 0, 99, 97, 0, 95, 19, 15, 0, ]
[20, 15, 0, 0, 0, 96, 0, 99, 0, 175, 126, 2, 95, 21, 0, ]
[155, 75, 0, 0, 0, 20, 90, 0, 99, 0, 170, 60, 5, 82, 0, ]
[0, 184, 33, 0, 89, 0, 16, 19, 0, 346, 0, 216, 130, 76, 0, ]
[39, 0, 230, 99, 0, 78, 0, 79, 20, 115, 162, 0, 219, 161, 0, ]
[0, 0, 0, 89, 99, 0, 0, 5, 0, 115, 0, 153, 0, 114, 0, ]
[44, 0, 0, 0, 81, 99, 0, 0, 2, 99, 72, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 11 
[0, 47, 147, 0, 98, 99, 0, 58, 0, 44, 83, 5, 0, 0, 0, ]
[0, 0, 1, 57, 1, 98, 116, 98, 113, 0, 19, 64, 0, 0, 0, ]
[72, 0, 0, 0, 99, 1, 194, 23, 1, 172, 0, 9, 0, 0, 0, ]
[1, 62, 1, 0, 0, 99, 0, 99, 23, 0, 122, 2, 0, 0, 0, ]
[48, 1, 0, 1, 0, 0, 0, 0, 124, 9, 26, 87, 1, 0, 0, ]
[154, 54, 0, 1, 3, 0, 0, 0, 0, 232, 0, 0, 0, 1, 0, ]
[4, 140, 99, 26, 15, 3, 0, 0, 0, 1, 200, 4, 0, 0, 0, ]
[170, 1, 239, 100, 82, 11, 57, 0, 78, 0, 1, 280, 0, 0, 0, ]
[1, 211, 96, 230, 99, 81, 11, 153, 0, 3, 0, 1, 0, 0, 0, ]
[63, 1, 270, 142, 99, 100, 82, 7, 113, 0, 93, 36, 0, 0, 86, ]
[404, 160, 60, 226, 100, 0, 99, 82, 21, 108, 0, 75, 0, 0, 0, ]
[44, 402, 31, 66, 99, 89, 0, 0, 81, 0, 228, 0, 0, 0, 0, ]
[67, 0, 199, 0, 91, 99, 89, 0, 0, 83, 0, 0, 0, 0, 0, ]
[83, 24, 50, 191, 0, 91, 91, 77, 0, 40, 99, 92, 0, 0, 0, ]
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 12 
[0, 1, 0, 27, 86, 56, 99, 2, 0, 280, 75, 41, 7, 159, 0, ]
[29, 0, 1, 0, 27, 243, 56, 99, 2, 47, 234, 187, 46, 102, 0, ]
[54, 30, 0, 2, 0, 27, 225, 105, 99, 38, 61, 234, 182, 2, 0, ]
[0, 99, 0, 0, 0, 0, 27, 134, 56, 167, 107, 53, 236, 123, 0, ]
[6, 0, 100, 1, 0, 1, 0, 28, 70, 202, 153, 91, 151, 198, 0, ]
[99, 8, 0, 100, 0, 0, 0, 0, 27, 64, 143, 114, 122, 40, 0, ]
[0, 95, 0, 0, 99, 0, 0, 0, 0, 50, 107, 56, 103, 169, 0, ]
[0, 0, 99, 0, 0, 99, 0, 0, 0, 124, 19, 99, 83, 103, 0, ]
[47, 0, 0, 99, 0, 0, 99, 0, 0, 0, 31, 50, 179, 36, 0, ]
[86, 59, 0, 0, 94, 19, 22, 99, 0, 0, 90, 87, 137, 179, 0, ]
[122, 86, 52, 0, 99, 100, 20, 8, 199, 77, 0, 4, 87, 79, 0, ]
[0, 99, 127, 0, 15, 99, 0, 111, 95, 249, 93, 0, 69, 86, 0, ]
[0, 0, 99, 194, 0, 0, 99, 0, 76, 1, 132, 82, 0, 0, 0, ]
[112, 99, 1, 99, 100, 7, 0, 50, 0, 77, 1, 175, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 13 
[0, 0, 3, 0, 0, 0, 28, 14, 132, 0, 0, 44, 0, 0, 0, ]
[84, 0, 3, 86, 0, 1, 0, 87, 14, 33, 0, 0, 2, 0, 0, ]
[95, 84, 0, 3, 101, 0, 1, 0, 86, 0, 38, 0, 32, 1, 0, ]
[101, 45, 84, 0, 0, 197, 0, 1, 0, 0, 0, 0, 0, 99, 0, ]
[1, 12, 53, 99, 0, 0, 6, 1, 0, 0, 0, 16, 0, 0, 99, ]
[2, 0, 46, 76, 99, 0, 6, 16, 0, 9, 0, 0, 0, 58, 0, ]
[0, 1, 80, 46, 15, 99, 0, 0, 100, 0, 33, 0, 0, 0, 58, ]
[103, 0, 1, 15, 46, 116, 99, 0, 0, 1, 0, 0, 0, 0, 0, ]
[0, 129, 0, 0, 0, 99, 116, 99, 0, 0, 1, 0, 16, 0, 0, ]
[157, 0, 77, 8, 10, 1, 161, 98, 99, 0, 0, 0, 76, 40, 0, ]
[99, 136, 79, 77, 0, 19, 239, 99, 113, 0, 0, 25, 67, 2, 42, ]
[96, 100, 154, 134, 54, 4, 18, 159, 0, 99, 1, 0, 99, 0, 1, ]
[0, 95, 0, 154, 80, 0, 0, 29, 100, 0, 98, 0, 0, 100, 0, ]
[5, 0, 95, 0, 198, 80, 0, 0, 0, 99, 0, 56, 0, 0, 100, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 14 
[0, 98, 47, 0, 0, 87, 0, 5, 1, 69, 20, 175, 203, 0, 0, ]
[1, 0, 95, 53, 0, 0, 92, 0, 4, 148, 42, 0, 218, 139, 0, ]
[100, 1, 0, 100, 101, 1, 0, 86, 0, 169, 145, 0, 11, 99, 0, ]
[30, 100, 1, 0, 99, 100, 0, 0, 92, 183, 109, 116, 0, 19, 0, ]
[0, 29, 46, 0, 0, 93, 98, 0, 0, 99, 58, 129, 99, 0, 0, ]
[0, 1, 0, 47, 0, 0, 99, 99, 0, 0, 99, 18, 117, 198, 0, ]
[0, 1, 1, 0, 0, 6, 0, 99, 99, 149, 91, 99, 1, 197, 0, ]
[0, 0, 1, 0, 72, 0, 8, 0, 99, 137, 188, 132, 94, 0, 0, ]
[93, 0, 0, 0, 0, 91, 0, 0, 0, 110, 93, 99, 41, 100, 0, ]
[199, 93, 0, 0, 0, 0, 99, 0, 1, 0, 197, 144, 180, 99, 0, ]
[18, 75, 120, 0, 0, 0, 98, 99, 0, 1, 0, 396, 18, 166, 0, ]
[1, 44, 1, 126, 1, 0, 0, 98, 99, 46, 0, 0, 180, 64, 0, ]
[7, 0, 117, 0, 127, 0, 0, 0, 98, 178, 20, 0, 0, 104, 0, ]
[0, 7, 0, 100, 0, 99, 0, 0, 0, 216, 99, 41, 0, 0, 0, ]
[0, 0, 0, 0, 99, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, ]
Proc 15 
[0, 0, 1, 0, 0, 0, 1, 27, 8, 0, 0, 0, 0, 0, 0, ]
[1, 0, 0, 1, 0, 1, 0, 1, 27, 0, 0, 0, 0, 0, 0, ]
[19, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, ]
[8, 0, 1, 0, 0, 1, 91, 1, 0, 0, 0, 0, 0, 0, 0, ]
[0, 100, 0, 0, 0, 1, 0, 30, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 186, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, ]
[1, 0, 1, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 1, 0, 1, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 1, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[8, 0, 1, 0, 0, 0, 99, 80, 0, 0, 0, 0, 0, 0, 0, ]
[1, 7, 16, 1, 18, 0, 1, 176, 75, 0, 0, 0, 0, 0, 0, ]
[0, 1, 84, 100, 80, 4, 1, 0, 187, 0, 0, 0, 0, 0, 0, ]
[193, 0, 0, 0, 3, 53, 0, 0, 2, 0, 0, 0, 0, 0, 0, ]
[0, 192, 0, 0, 0, 92, 53, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 16 
[0, 198, 90, 111, 18, 200, 3, 250, 120, 0, 0, 0, 0, 0, 0, ]
[171, 0, 106, 100, 111, 1, 181, 61, 201, 0, 0, 0, 0, 0, 0, ]
[260, 185, 0, 97, 100, 47, 1, 105, 1, 0, 0, 0, 0, 0, 0, ]
[20, 206, 211, 0, 22, 99, 54, 96, 97, 0, 0, 0, 0, 0, 0, ]
[84, 78, 178, 233, 0, 14, 100, 100, 1, 0, 0, 0, 0, 0, 0, ]
[28, 65, 0, 200, 201, 0, 84, 196, 99, 0, 0, 0, 0, 0, 0, ]
[81, 32, 24, 1, 280, 205, 0, 20, 99, 0, 0, 0, 0, 0, 0, ]
[101, 75, 30, 10, 3, 270, 197, 0, 100, 0, 0, 0, 0, 0, 0, ]
[81, 20, 74, 90, 0, 4, 271, 383, 0, 0, 0, 0, 0, 0, 0, ]
[131, 178, 140, 1, 210, 1, 145, 205, 241, 0, 0, 0, 0, 0, 0, ]
[270, 108, 155, 217, 97, 231, 2, 108, 231, 0, 0, 0, 0, 0, 0, ]
[322, 226, 109, 145, 291, 158, 321, 4, 116, 0, 0, 0, 0, 0, 0, ]
[126, 189, 194, 102, 173, 289, 16, 198, 72, 0, 0, 0, 0, 0, 0, ]
[1, 96, 247, 202, 107, 194, 277, 54, 199, 0, 0, 0, 0, 0, 0, ]
[79, 0, 0, 0, 0, 0, 59, 1, 0, 0, 0, 0, 0, 0, 0, ]
Proc 17 
[0, 73, 167, 182, 67, 0, 694, 312, 6, 77, 0, 15, 0, 0, 0, ]
[83, 0, 18, 57, 41, 2, 0, 581, 200, 0, 0, 0, 15, 0, 0, ]
[164, 114, 0, 0, 8, 100, 0, 59, 576, 0, 0, 85, 0, 15, 0, ]
[554, 183, 28, 0, 0, 5, 101, 0, 59, 0, 0, 0, 85, 0, 2, ]
[4, 626, 277, 0, 0, 1, 3, 102, 0, 0, 0, 0, 0, 85, 0, ]
[22, 40, 497, 438, 0, 0, 0, 102, 99, 0, 0, 0, 0, 0, 85, ]
[190, 20, 40, 571, 469, 0, 0, 1, 103, 0, 0, 0, 0, 0, 0, ]
[83, 177, 44, 0, 443, 493, 0, 0, 8, 0, 0, 0, 0, 0, 0, ]
[14, 83, 179, 117, 0, 664, 463, 0, 0, 0, 0, 0, 0, 0, 0, ]
[154, 14, 152, 148, 207, 0, 157, 116, 75, 0, 0, 0, 0, 0, 0, ]
[8, 234, 7, 31, 61, 116, 37, 192, 240, 0, 0, 0, 0, 0, 9, ]
[241, 0, 281, 26, 63, 2, 24, 22, 175, 0, 66, 0, 0, 0, 0, ]
[162, 54, 0, 79, 99, 100, 37, 26, 64, 0, 0, 0, 0, 0, 0, ]
[29, 187, 101, 0, 109, 1, 101, 122, 0, 0, 0, 0, 0, 0, 0, ]
[50, 0, 0, 2, 0, 92, 21, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 18 
[0, 405, 143, 147, 223, 0, 60, 281, 77, 134, 263, 129, 0, 0, 0, ]
[140, 0, 280, 153, 225, 288, 0, 14, 296, 77, 248, 312, 0, 0, 0, ]
