Counts
[0, 1262, 877, 984, 834, 826, 1182, 1229, 1165, 1298, 1396, 1275, 452, 527, 0, ]
[1279, 0, 860, 954, 756, 947, 1161, 1400, 1049, 1356, 1619, 1236, 884, 462, 0, ]
[1367, 1440, 0, 774, 1032, 758, 903, 975, 1369, 1449, 1128, 1560, 773, 682, 0, ]
[1188, 1250, 1340, 0, 779, 1039, 1044, 993, 980, 1395, 1596, 1417, 1122, 487, 102, ]
[549, 1491, 1121, 1188, 0, 590, 732, 811, 948, 813, 1776, 874, 638, 789, 99, ]
[899, 746, 1177, 1450, 1137, 0, 556, 921, 745, 1464, 832, 959, 500, 599, 184, ]
[508, 1161, 849, 1510, 1341, 1175, 0, 311, 909, 904, 1855, 764, 287, 638, 58, ]
[787, 463, 1369, 849, 1341, 1578, 1293, 0, 485, 1066, 1202, 1393, 300, 220, 0, ]
[869, 868, 739, 1446, 472, 1459, 1486, 1310, 0, 533, 1210, 905, 562, 179, 0, ]
[1689, 1143, 1174, 934, 1102, 421, 1373, 638, 1059, 0, 768, 1797, 703, 508, 86, ]
[1962, 1622, 1189, 1152, 1112, 1041, 854, 1381, 1034, 1347, 0, 1557, 1013, 706, 51, ]
[1632, 1616, 1755, 1532, 1151, 913, 616, 810, 1154, 788, 1447, 0, 668, 1049, 1, ]
[876, 663, 948, 715, 967, 938, 405, 653, 459, 619, 585, 484, 0, 391, 0, ]
[296, 955, 724, 932, 646, 900, 1049, 404, 441, 642, 613, 420, 42, 0, 100, ]
[150, 0, 0, 101, 99, 93, 81, 2, 0, 0, 0, 0, 3, 138, 0, ]
Proc 0 
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 1 
[0, 0, 0, 0, 91, 100, 0, 0, 32, 0, 0, 0, 0, 0, 0, ]
[99, 0, 0, 0, 0, 91, 100, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 99, 0, 0, 0, 0, 0, 99, 94, 0, 0, 0, 0, 0, 0, ]
[0, 0, 99, 0, 0, 0, 0, 0, 99, 99, 0, 0, 0, 0, 0, ]
[0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, ]
[0, 0, 0, 0, 99, 0, 0, 0, 0, 22, 0, 99, 0, 0, 0, ]
[0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 22, 5, 0, 0, 0, ]
[98, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 28, 0, 0, 0, ]
[45, 98, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, ]
[0, 46, 0, 12, 0, 0, 97, 0, 99, 0, 6, 22, 0, 0, 0, ]
[0, 0, 45, 0, 99, 0, 0, 0, 0, 76, 0, 81, 0, 0, 0, ]
[102, 0, 0, 45, 93, 99, 0, 0, 0, 0, 76, 0, 0, 0, 0, ]
[0, 102, 78, 0, 76, 93, 99, 0, 0, 75, 0, 82, 0, 0, 0, ]
[0, 80, 99, 147, 0, 76, 99, 99, 0, 0, 75, 0, 0, 0, 0, ]
[0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 2 
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 3 
[0, 14, 0, 114, 170, 0, 0, 19, 234, 0, 111, 13, 0, 0, 0, ]
[80, 0, 15, 165, 25, 170, 0, 0, 47, 234, 99, 23, 0, 0, 0, ]
[0, 103, 0, 15, 165, 99, 171, 0, 0, 203, 135, 0, 0, 0, 0, ]
[33, 0, 99, 0, 0, 165, 169, 178, 0, 0, 203, 285, 0, 0, 0, ]
[182, 99, 0, 0, 0, 0, 81, 0, 197, 0, 334, 10, 0, 0, 0, ]
[0, 182, 99, 68, 11, 0, 0, 81, 0, 197, 0, 96, 0, 0, 0, ]
[94, 94, 99, 99, 73, 11, 0, 0, 86, 0, 197, 1, 0, 0, 0, ]
[7, 12, 94, 99, 51, 0, 79, 0, 0, 86, 99, 191, 0, 0, 0, ]
[0, 79, 12, 0, 120, 0, 0, 79, 0, 0, 75, 1, 0, 0, 0, ]
[148, 0, 0, 99, 0, 222, 0, 0, 97, 0, 0, 269, 0, 0, 0, ]
[139, 77, 90, 0, 99, 3, 305, 88, 0, 97, 0, 82, 0, 0, 0, ]
[77, 118, 83, 166, 0, 93, 14, 209, 0, 71, 91, 0, 0, 0, 0, ]
[3, 0, 17, 0, 0, 0, 0, 3, 0, 0, 71, 5, 0, 0, 0, ]
[0, 1, 0, 19, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 4 
[0, 90, 165, 244, 61, 191, 0, 64, 193, 85, 94, 86, 0, 0, 0, ]
[159, 0, 85, 123, 156, 23, 300, 0, 10, 99, 241, 5, 1, 0, 0, ]
[23, 84, 0, 24, 151, 155, 22, 283, 0, 16, 95, 146, 0, 1, 0, ]
[0, 29, 65, 0, 23, 98, 168, 26, 339, 0, 91, 111, 99, 0, 1, ]
[220, 10, 90, 64, 0, 97, 98, 76, 21, 133, 106, 13, 0, 99, 0, ]
[64, 387, 10, 99, 99, 0, 97, 98, 0, 99, 133, 0, 0, 0, 99, ]
[108, 71, 391, 78, 0, 99, 0, 0, 94, 0, 189, 138, 0, 0, 0, ]
[20, 108, 0, 316, 196, 0, 99, 0, 1, 94, 5, 88, 0, 0, 0, ]
[131, 45, 191, 0, 219, 146, 0, 99, 0, 1, 195, 96, 0, 0, 0, ]
[102, 131, 130, 274, 0, 1, 68, 0, 101, 0, 2, 282, 0, 0, 0, ]
[459, 96, 38, 130, 344, 1, 1, 162, 81, 0, 0, 117, 0, 0, 0, ]
[109, 260, 191, 44, 50, 163, 0, 1, 48, 0, 25, 0, 0, 0, 0, ]
[1, 35, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, ]
[0, 1, 25, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ]
Proc 5 
[0, 0, 0, 37, 1, 0, 99, 66, 15, 91, 100, 371, 196, 7, 0, ]
[65, 0, 0, 0, 37, 1, 0, 99, 0, 189, 37, 178, 403, 194, 0, ]
[0, 198, 0, 0, 1, 0, 0, 0, 46, 78, 161, 36, 75, 305, 0, ]
[1, 0, 198, 0, 98, 0, 0, 0, 0, 208, 170, 160, 23, 84, 0, ]
[0, 0, 0, 190, 0, 0, 0, 52, 57, 9, 263, 144, 0, 23, 0, ]
[0, 0, 0, 0, 198, 0, 0, 0, 78, 86, 4, 256, 144, 82, 0, ]
[0, 1, 0, 0, 0, 198, 0, 0, 0, 172, 97, 16, 182, 164, 0, ]
[0, 0, 85, 0, 0, 0, 198, 0, 0, 101, 59, 102, 0, 101, 0, ]
[0, 0, 0, 85, 0, 0, 0, 99, 0, 89, 218, 60, 122, 0, 0, ]
[0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 10, 98, 97, 101, 0, ]
[56, 0, 0, 0, 0, 93, 0, 0, 0, 410, 0, 0, 100, 60, 0, ]
[0, 99, 1, 1, 0, 7, 0, 1, 0, 0, 402, 0, 0, 192, 0, ]
